sis_habilitado,fecha_cobro,fecha_mora,numero_cuota,valor_cuota,valor_pagado_cuota,valor_tasa_administrativa,valor_impuesto,abono_capital,esta_pagado,esta_mora,id_historico_plan_contrato,dispositivo,rastreo,dispositivo_esta_pagado,rastreo_esta_pagado
A,2023-12-08,2023-12-19,42,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-01-08,2024-01-19,43,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-02-08,2024-02-19,44,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-03-08,2024-03-19,45,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-04-08,2024-04-19,46,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-05-08,2024-05-19,47,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2024-06-08,2024-06-19,48,150.00,0.00,22.32,2.68,125.00,N,N,4,0.00,0.00,N,N
A,2022-01-26,2022-02-05,1,101.00,101.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-02-26,2022-03-08,2,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-03-26,2022-04-05,3,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-04-26,2022-05-06,4,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-05-26,2022-06-05,5,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-06-26,2022-07-06,6,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-07-26,2022-08-05,7,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-08-26,2022-09-05,8,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-09-26,2022-10-06,9,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-10-26,2022-11-05,10,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-11-26,2022-12-06,11,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2022-12-26,2023-01-05,12,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-01-26,2023-02-05,13,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-02-26,2023-03-08,14,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-03-26,2023-04-05,15,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-04-26,2023-05-06,16,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-05-26,2023-06-05,17,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-06-26,2023-07-06,18,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-07-26,2023-08-05,19,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-08-26,2023-09-05,20,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-09-26,2023-10-06,21,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-10-26,2023-11-05,22,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-11-26,2023-12-06,23,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2023-12-26,2024-01-05,24,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-01-26,2024-02-05,25,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-02-26,2024-03-07,26,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-03-26,2024-04-05,27,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-04-26,2024-05-06,28,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-05-26,2024-06-05,29,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-06-26,2024-07-06,30,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-07-26,2024-08-05,31,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-08-26,2024-09-05,32,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-09-26,2024-10-06,33,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-10-26,2024-11-05,34,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-11-26,2024-12-06,35,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2024-12-26,2025-01-05,36,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-01-26,2025-02-05,37,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-02-26,2025-03-08,38,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-03-26,2025-04-05,39,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-04-26,2025-05-06,40,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-05-26,2025-06-05,41,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-06-26,2025-07-06,42,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-07-26,2025-08-05,43,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-08-26,2025-09-05,44,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-09-26,2025-10-06,45,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-10-26,2025-11-05,46,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-11-26,2025-12-06,47,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2025-12-26,2026-01-05,48,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-01-26,2026-02-05,49,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-02-26,2026-03-08,50,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-03-26,2026-04-05,51,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-04-26,2026-05-06,52,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-05-26,2026-06-05,53,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-06-26,2026-07-06,54,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-07-26,2026-08-05,55,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-08-26,2026-09-05,56,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-09-26,2026-10-06,57,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-10-26,2026-11-05,58,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-11-26,2026-12-06,59,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2026-12-26,2027-01-05,60,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-01-26,2027-02-05,61,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-02-26,2027-03-08,62,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-03-26,2027-04-05,63,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-04-26,2027-05-06,64,101.00,0.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-05-26,2027-06-05,65,101.00,43.00,15.77,1.89,83.33,N,N,5,0.00,0.00,N,N
A,2027-06-26,2027-07-06,66,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-07-26,2027-08-05,67,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-08-26,2027-09-05,68,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-09-26,2027-10-06,69,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-10-26,2027-11-05,70,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-11-26,2027-12-06,71,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2027-12-26,2028-01-05,72,101.00,101.00,15.77,1.89,83.33,S,N,5,0.00,0.00,N,N
A,2022-03-04,2022-03-15,1,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-04-04,2022-04-15,2,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-05-04,2022-05-15,3,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-06-04,2022-06-15,4,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-07-04,2022-07-15,5,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-08-04,2022-08-15,6,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-09-04,2022-09-15,7,129.00,129.00,19.52,2.34,107.14,S,N,10,0.00,0.00,N,N
A,2022-10-04,2022-10-15,8,129.00,0.00,13.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2022-11-04,2022-11-15,9,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2022-12-04,2022-12-15,10,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-01-04,2023-01-15,11,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-02-04,2023-02-15,12,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-03-04,2023-03-15,13,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-04-04,2023-04-15,14,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-05-04,2023-05-15,15,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-06-04,2023-06-15,16,129.00,0.00,14.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-07-04,2023-07-15,17,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-08-04,2023-08-15,18,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-09-04,2023-09-15,19,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-10-04,2023-10-15,20,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-11-04,2023-11-15,21,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2023-12-04,2023-12-15,22,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-01-04,2024-01-15,23,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-02-04,2024-02-15,24,129.00,0.00,15.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-03-04,2024-03-15,25,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-04-04,2024-04-15,26,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-05-04,2024-05-15,27,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-06-04,2024-06-15,28,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-07-04,2024-07-15,29,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-08-04,2024-08-15,30,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-09-04,2024-09-15,31,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-10-04,2024-10-15,32,129.00,0.00,16.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-11-04,2024-11-15,33,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2024-12-04,2024-12-15,34,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-01-04,2025-01-15,35,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-02-04,2025-02-15,36,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-03-04,2025-03-15,37,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-04-04,2025-04-15,38,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-05-04,2025-05-15,39,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-06-04,2025-06-15,40,129.00,0.00,17.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-07-04,2025-07-15,41,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-08-04,2025-08-15,42,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-09-04,2025-09-15,43,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-10-04,2025-10-15,44,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-11-04,2025-11-15,45,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2025-12-04,2025-12-15,46,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-01-04,2026-01-15,47,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-02-04,2026-02-15,48,129.00,0.00,18.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-03-04,2026-03-15,49,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-04-04,2026-04-15,50,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-05-04,2026-05-15,51,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-06-04,2026-06-15,52,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-07-04,2026-07-15,53,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-08-04,2026-08-15,54,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-09-04,2026-09-15,55,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-10-04,2026-10-15,56,129.00,0.00,19.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-11-04,2026-11-15,57,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2026-12-04,2026-12-15,58,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-01-04,2027-01-15,59,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-02-04,2027-02-15,60,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-03-04,2027-03-15,61,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-04-04,2027-04-15,62,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-05-04,2027-05-15,63,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-06-04,2027-06-15,64,129.00,0.00,20.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-07-04,2027-07-15,65,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-08-04,2027-08-15,66,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-09-04,2027-09-15,67,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-10-04,2027-10-15,68,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-11-04,2027-11-15,69,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2027-12-04,2027-12-15,70,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-01-04,2028-01-15,71,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-02-04,2028-02-15,72,129.00,0.00,21.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-03-04,2028-03-15,73,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-04-04,2028-04-15,74,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-05-04,2028-05-15,75,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-06-04,2028-06-15,76,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-07-04,2028-07-15,77,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-08-04,2028-08-15,78,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-09-04,2028-09-15,79,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-10-04,2028-10-15,80,129.00,0.00,22.9,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-11-04,2028-11-15,81,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2028-12-04,2028-12-15,82,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2029-01-04,2029-01-15,83,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2029-02-04,2029-02-15,84,129.00,0.00,19.52,2.34,107.14,N,N,10,0.00,0.00,N,N
A,2022-03-04,2022-03-15,1,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-04-04,2022-04-15,2,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-05-04,2022-05-15,3,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-06-04,2022-06-15,4,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-07-04,2022-07-15,5,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-08-04,2022-08-15,6,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-09-04,2022-09-15,7,87.00,87.00,13.9,1.67,71.43,S,N,13,0.00,0.00,N,N
A,2022-10-04,2022-10-15,8,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2022-11-04,2022-11-15,9,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2022-12-04,2022-12-15,10,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-01-04,2023-01-15,11,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-02-04,2023-02-15,12,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-03-04,2023-03-15,13,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-04-04,2023-04-15,14,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-05-04,2023-05-15,15,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-06-04,2023-06-15,16,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-07-04,2023-07-15,17,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-08-04,2023-08-15,18,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-09-04,2023-09-15,19,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-10-04,2023-10-15,20,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-11-04,2023-11-15,21,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2023-12-04,2023-12-15,22,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-01-04,2024-01-15,23,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-02-04,2024-02-15,24,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-03-04,2024-03-15,25,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-04-04,2024-04-15,26,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-05-04,2024-05-15,27,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-06-04,2024-06-15,28,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-07-04,2024-07-15,29,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-08-04,2024-08-15,30,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-09-04,2024-09-15,31,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-10-04,2024-10-15,32,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-11-04,2024-11-15,33,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2024-12-04,2024-12-15,34,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-01-04,2025-01-15,35,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-02-04,2025-02-15,36,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-03-04,2025-03-15,37,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-04-04,2025-04-15,38,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-05-04,2025-05-15,39,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-06-04,2025-06-15,40,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-07-04,2025-07-15,41,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-08-04,2025-08-15,42,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-09-04,2025-09-15,43,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-10-04,2025-10-15,44,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-11-04,2025-11-15,45,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2025-12-04,2025-12-15,46,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-01-04,2026-01-15,47,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-02-04,2026-02-15,48,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-03-04,2026-03-15,49,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-04-04,2026-04-15,50,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-05-04,2026-05-15,51,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-06-04,2026-06-15,52,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-07-04,2026-07-15,53,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-08-04,2026-08-15,54,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-09-04,2026-09-15,55,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-10-04,2026-10-15,56,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-11-04,2026-11-15,57,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2026-12-04,2026-12-15,58,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-01-04,2027-01-15,59,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-02-04,2027-02-15,60,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-03-04,2027-03-15,61,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-04-04,2027-04-15,62,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-05-04,2027-05-15,63,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-06-04,2027-06-15,64,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-07-04,2027-07-15,65,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-08-04,2027-08-15,66,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-09-04,2027-09-15,67,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-10-04,2027-10-15,68,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-11-04,2027-11-15,69,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2027-12-04,2027-12-15,70,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-01-04,2028-01-15,71,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-02-04,2028-02-15,72,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-03-04,2028-03-15,73,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-04-04,2028-04-15,74,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-05-04,2028-05-15,75,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-06-04,2028-06-15,76,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-07-04,2028-07-15,77,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-08-04,2028-08-15,78,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-09-04,2028-09-15,79,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-10-04,2028-10-15,80,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-11-04,2028-11-15,81,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2028-12-04,2028-12-15,82,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2029-01-04,2029-01-15,83,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
A,2029-02-04,2029-02-15,84,87.00,0.00,13.9,1.67,71.43,N,N,13,0.00,0.00,N,N
